label,sentence
1,"LONDON, Jan 19 (AFP) -- British members of parliament Saturday [19 January] called for a meeting with the US ambassador and urged the government to make a clear statement in response to growing concerns about the treatment of al-Qa'ida suspects, including three Britons, held at an US detention centre in Cuba."
1,"Although there are care centres and orphanages in Pietermaritzburg, McKerrow's study found that extended families and the community were willing to take in these children."
1,"Six years ago McKerrow and a colleague at the Edendale Hospital, Annelise Verbeek, pioneered a study entitled Models of Care for Children in Distress, a term they coined for abandoned, displaced and orphaned children in the region."
1,"One in four children in the KwaZulu-Natal capital of Pietermaritzburg has been orphaned by Aids, and the number is set to rocket in the next 10 years."
0,"He said: ""The number of orphans is not a static thing. . ."
0,"Six years later, the number has risen to 25%."
0,The number rises to 100 000 if surrounding areas in the Midlands are included.
1,"Every day an orphan is being created and I know the problem is enormous in the province."""
0,"According to Statistics SA, the city has 193 000 children in that age group out of a total population of 573 000."
0,McKerrow estimates there are 4.6 million orphans countrywide.
1,"Yvonne Spain, the co-ordinator of Children In Distress, a network of more than 50 organisations and people, said communities were absorbing the children, ""but the fact of the matter is that, as multiple deaths occur, that safety net will fall apart""."
0,"A study by Dr Neil McKerrow, chief paediatrician at Pietermaritzburg's Metropolitan Hospitals Complex, shows that 50 000 Aids orphans live in the city."
1,"The director of the provincial Aids Action Unit, Dr Sandile Buthelezi, admitted the city faced ""quite a problem"" and suggested this week the figures might even be higher than McKerrow\'s."
0,They found that 6% of children in Pietermaritzburg were Aids orphans.
0,Buthelezi said the provincial health department was working closely with the welfare community and the private sector to secure funding for bodies working with Aids orphans.
0,McKerrow estimates that the number of orphans in the Midlands will top 250 000 by 2010.
1,"At an informal meeting three weeks ago, the city council was told that, according to estimates from teachers, there were now as many as 100 000 Aids orphans in the city, but city health officials say these numbers appear to be too high."
0,McKerrow's estimates are based on household counts coupled with mathematical models used by the WHO.
0,"His figures refer to children under 16 who have lost their mothers, in line with a World Health Organisation definition."
0,"KwaZulu-Natal has the highest rate of HIV infection in SA, with 36% of the population infected."
0,"Over the last few months, Israeli forces have been targeting the symbols of authority of the Palestinian administration."
0,The Palestinian leader has been confined here for several months and the buildings in this complex house the bulk of the security forces of the Palestinian Authority.
1,There is a possibility that the attack on the PA's headquarters could expand into a larger operation.
1,"As events over the past two years indicate, a strategy based on imposing a settlement through military means will only deepen anger and provoke retaliatory violence from the Palestinians."
1,"The just-concluded Arab summit had unanimously adopted a Saudi peace initiative, which called for full Israeli withdrawal from Arab territory occupied in the 1967 war, the creation of a Palestinian state with East Jerusalem as its capital and a ""fair solution"" to the Palestinian refugee problem based on UN resolutions."
